"NRSA_ID","MMI_BENT","BENT_MMI_COND","AGGR_ECO9_2015","STATE","ALB_X","ALB_Y","LON_DD83","LAT_DD83","YEAR","DATE_COL"
"FW08RI001",55.95,"Good","NAP","RI",2035535.16807966,2329458.56106599,-71.1289882456,41.5590032876,2009,"19Aug2009"
"FW08RI003",9.55,"Poor","NAP","RI",2006146.10223453,2358816.1396338,-71.3813036759,41.8801381803,2009,"30Aug2009"
"FW08RI004",69.27,"Good","NAP","RI",1983214.62468938,2296500.9996811,-71.8408038427,41.3935401631,2009,"13Sep2009"
"FW08RI005",27.62,"Poor","NAP","RI",2001094.06094688,2338423.55500058,-71.5036669593,41.7154693785,2009,"25Aug2009"
"FW08RI006",15.65,"Poor","NAP","RI",1994201.68940777,2368412.1222633,-71.4917553745,41.9903568767,2009,"23Aug2009"
"FW08RI007",34.57,"Poor","NAP","RI",1982617.05158222,2298251.26513523,-71.842469621,41.4100168063,2009,"15Sep2009"
"FW08RI008",63.43,"Good","NAP","RI",1991832.59608215,2302780.8867087,-71.7211944184,41.4284225364,2009,"22Sep2009"
"FW08RI009",21.45,"Poor","NAP","RI",2003583.57352842,2339557.88189266,-71.4710211184,41.7195959825,2009,"26Aug2009"
"FW08RI010",44.57,"Fair","NAP","RI",1996485.76842612,2366852.69200491,-71.4697525478,41.9716682187,2009,"24Aug2009"
"FW08RI011",29.13,"Poor","NAP","RI",1983830.73242178,2299145.59197817,-71.8255981091,41.415022101,2009,"14Sep2009"
"FW08RI012",14.3,"Poor","NAP","RI",1974729.26869007,2346849.64293387,-71.7868346511,41.8480446411,2009,"15Aug2009"
"FW08RI013",13.72,"Poor","NAP","RI",2004943.03768269,2344394.69076779,-71.4401426564,41.7582853755,2009,"27Aug2009"
"FW08RI016",51.4,"Fair","NAP","RI",1990337.31101092,2311426.96267714,-71.7122843833,41.5065386947,2009,"11Oct2009"
"FW08RI017",22.08,"Poor","NAP","RI",2000503.95510955,2351830.33767266,-71.4691417358,41.8326704985,2009,"17Aug2009"
"FW08SC001",10.72,"Poor","SAP","SC",1155658.31281693,1375727.6340605,-83.2369762454,34.7426237685,2009,"08Jun2009"
"FW08SC002",5.3,"Poor","CPL","SC",1572251.55892582,1344800.46684163,-78.7847411815,33.8839072093,2009,"02Jun2009"
"FW08SC003",55.32,"Good","CPL","SC",1512511.57104481,1336930.99939204,-79.4402991962,33.9090947095,2009,"14Jun2009"
"FW08SC004",58.45,"Good","CPL","SC",1399091.36581394,1342320.15425878,-80.6503139895,34.126220836,2009,"13Jun2009"
"FW08SC005",21.13,"Poor","SAP","SC",1289748.07815794,1375446.47943094,-81.777452016,34.5704837016,2009,"15Jun2009"
"FW08SC006",25.95,"Poor","CPL","SC",1457318.97773455,1317711.32559966,-80.0680310973,33.8236246061,2009,"09Jun2009"
"FW08SC007",14.73,"Poor","CPL","SC",1484621.84245923,1345838.07188133,-79.7231244513,34.0305123296,2009,"05Jun2009"
"FW08SC008",16.48,"Poor","SAP","SC",1359865.17070157,1429374.0856161,-80.9231902078,34.9506326785,2009,"18Jun2009"
"FW08SC010",43.65,"Fair","CPL","SC",1533581.19292072,1325236.12671029,-79.2367009754,33.7731421646,2009,"19Jun2009"
"FW08SC011",38.83,"Fair","SAP","SC",1175542.40249008,1381438.22618113,-83.0115114896,34.7691974864,2009,"07Jun2009"
"FW08SC012",54.57,"Fair","CPL","SC",1405613.07665062,1317006.4221898,-80.6245468067,33.8932798008,2009,"12Jun2009"
"FW08SC013",19.82,"Poor","SAP","SC",1227673.5590764,1374509.00307084,-82.4539717444,34.6429931357,2009,"09Jun2009"
"FW08SC014",12.72,"Poor","CPL","SC",1551333.00464923,1304420.00836216,-79.0867859944,33.561708535,2009,"03Jun2009"
"FW08SC015",14.83,"Poor","SAP","SC",1270646.24982885,1264195.57185222,-82.1624283754,33.61109176,2009,"08Jun2009"
"FW08SC016",70.8,"Good","CPL","SC",1350398.35111426,1261271.83165517,-81.3121678721,33.4784446668,2009,"11Jun2009"
"FW08SC018",11.43,"Poor","CPL","SC",1459553.76398799,1281369.25706611,-80.1098664636,33.499510132,2009,"07Jun2009"
"FW08SC019",65.25,"Good","CPL","SC",1479787.28440978,1369067.01035606,-79.7319276954,34.242657596,2009,"15Jun2009"
"FW08SC020",15.2,"Poor","SAP","SC",1354638.47766173,1336712.91731848,-81.1395133268,34.1396343166,2009,"12Jun2009"
"FW08SC021",33.8,"Fair","SAP","SC",1296805.99894629,1330848.13882508,-81.7738521029,34.1666483173,2009,"10Jun2009"
"FW08SC022",26.9,"Poor","CPL","SC",1457840.66554286,1311454.86208548,-80.0737896053,33.7676334325,2009,"20Jun2009"
"FW08SC023",30.4,"Poor","CPL","SC",1475288.12719591,1394828.15901435,-79.7324218225,34.4765514817,2009,"28Jun2009"
"FW08SC024",13.93,"Poor","SAP","SC",1371725.58624785,1417216.98556858,-80.8152679622,34.8265298137,2009,"17Jun2009"
"FW08SC026",14.1,"Poor","CPL","SC",1545826.28255636,1290495.18263733,-79.1721730287,33.4476948568,2009,"17Jun2009"
"FW08SC030",43.22,"Fair","CPL","SC",1565405.50070001,1345379.25372487,-78.8569518363,33.9000173342,2009,"29Jun2009"
"FW08SD001",21.85,"Poor","TPL","SD",-161131.780074039,2492537.13758183,-98.058855519,45.4052273455,2009,"23Jul2009"
"FW08SD004",16.38,"Poor","NPL","SD",-494439.688507217,2316536.65504491,-102.163926409,43.6967827979,2008,"01Aug2008"
"FW08SD005",47.03,"Fair","NPL","SD",-231931.981164693,2272391.0894632,-98.8778643301,43.4134959578,2008,"19Aug2008"
"FW08SD006",31.45,"Poor","NPL","SD",-496496.571855174,2509653.21536801,-102.350129558,45.4256241373,2009,"10Jul2009"
"FW08SD009",72.05,"Good","NPL","SD",-466241.330225522,2295872.09189015,-101.797595658,43.5278691122,2008,"22Aug2008"
"FW08SD010",19.57,"Poor","NPL","SD",-410556.319472237,2542843.89560919,-101.276994426,45.7710672033,2008,"11Sep2008"
"FW08SD011",49.82,"Fair","NPL","SD",-629413.561113532,2441590.12007528,-103.970096981,44.7256447288,2009,"25Aug2009"
"FW08SD012",10.42,"Poor","NPL","SD",-550055.72330411,2274497.01921178,-102.817461922,43.2870232985,2008,"29Jul2008"
"FW08SD014",38.2,"Poor","NPL","SD",-517884.137835542,2480794.75236706,-102.597229137,45.1536162215,2009,"09Jul2009"
"FW08SD015",46.55,"Fair","NPL","SD",-574876.74636496,2505433.58731465,-103.344720624,45.3370120074,2009,"26Aug2009"
"FW08SD016",73.75,"Good","NPL","SD",-454836.094926158,2536118.91640825,-101.839466723,45.6873233609,2008,"07Aug2008"
"FW08SD017",79.05,"Good","NPL","SD",-572428.360347874,2408917.18394834,-103.220059762,44.4740759083,2009,"07Jul2009"
"FW08SD018",46.48,"Fair","NPL","SD",-394826.04156878,2357172.69093222,-100.950976859,44.1126957233,2009,"18Jun2009"
"FW08SD019",7.15,"Poor","NPL","SD",-514875.303016076,2282688.33548621,-102.389603069,43.3820893754,2008,"30Jul2008"
"FW08SD020",16.73,"Poor","NPL","SD",-276517.426340671,2319461.23410722,-99.4518512307,43.8217532593,2008,"19Sep2008"
"FW08SD021",15.1,"Poor","WMT","SD",-619537.760180214,2391516.41000958,-103.793727277,44.2850444251,2008,"29Aug2008"
"FW08SD022",22.8,"Poor","NPL","SD",-397168.834009203,2513044.29766551,-101.084782318,45.5098105316,2008,"10Sep2008"
"FW08SD023",44.75,"Fair","NPL","SD",-378080.421800732,2528351.51068753,-100.850830022,45.6563551476,2008,"09Sep2008"
"FW08SD025",43.43,"Fair","NPL","SD",-565636.250979966,2331456.84824292,-103.062240801,43.7858188217,2008,"28Aug2008"
"FW08SD026",37.97,"Fair","TPL","SD",-81448.1792174917,2222975.47419236,-97.0044162395,42.9985914316,2009,"03Sep2009"
"FW08SD027",80.48,"Good","NPL","SD",-465820.622749227,2541385.92245715,-101.984377565,45.7284997191,2008,"06Aug2008"
"FW08SD029",18.03,"Poor","TPL","SD",-207666.521683271,2448762.74595765,-98.6376586319,45.0014374414,2008,"04Sep2008"
"FW08SD031",27.07,"Poor","NPL","SD",-435108.866994138,2351693.06459337,-101.451115071,44.0438615416,2009,"17Jun2009"
"FW08SD032",10.78,"Poor","NPL","SD",-516398.970691231,2441602.79990751,-102.544045328,44.8031983779,2009,"27Aug2009"
"FW08SD034",34.5,"Poor","NPL","SD",-643328.662690493,2296944.06362512,-103.991804168,43.4224424288,2009,"13Aug2009"
"FW08SD035",50.63,"Fair","NPL","SD",-431442.856065958,2412562.11521054,-101.448963652,44.5910284135,2009,"13Jul2009"
"FW08SD036",21.08,"Poor","NPL","SD",-606825.206045483,2449946.86183228,-103.693884949,44.817149795,2009,"08Jul2009"
"FW08SD037",25.03,"Poor","NPL","SD",-257494.93100328,2253950.68107864,-99.1871577565,43.2411152454,2009,"14Jul2009"
"FW08SD038",14.17,"Poor","NPL","SD",-392274.83243429,2323246.68570577,-100.897139894,43.8100869255,2009,"31Jul2009"
"FW08SD039",38.85,"Poor","NPL","SD",-364430.618026018,2539650.87243746,-100.683127486,45.7641107651,2008,"24Sep2008"
"FW08SD041",49.82,"Fair","NPL","SD",-575801.892715538,2373671.23998519,-103.228696184,44.1564302226,2008,"26Aug2008"
"FW08SD042",38.22,"Fair","TPL","SD",-104024.204968064,2207114.00017388,-97.2801582122,42.8542015822,2009,"24Jun2009"
"FW08SD043",46.38,"Fair","NPL","SD",-497230.80644942,2531433.6579768,-102.378160473,45.6207248384,2008,"12Sep2008"
"FW08SD046",62.65,"Good","NPL","SD",-561884.318037618,2311187.82259228,-102.996967401,43.6071458998,2008,"20Aug2008"
"FW08SD049",53.87,"Good","TPL","SD",-55528.7123765215,2485116.18641599,-96.7089065527,45.3523150143,2008,"03Sep2008"
"FW08SD050",43.95,"Fair","NPL","SD",-356182.018624881,2312549.69193952,-100.4410128,43.7302092834,2009,"09Sep2009"
"FW08SD052",25.6,"Poor","NPL","SD",-540215.450488482,2397710.93842431,-102.805083865,44.3950861926,2008,"27Aug2008"
"FW08SD054",44.25,"Fair","NPL","SD",-468746.225339972,2308812.00569735,-101.838538491,43.6422252752,2008,"21Aug2008"
"FW08SD056",70.73,"Good","NPL","SD",-625294.565789351,2529569.7893864,-104.011886656,45.5168255047,2009,"05Aug2009"
"FW08SD057",24.5,"Poor","NPL","SD",-252166.692195769,2343625.70219636,-99.1581281844,44.0458761247,2008,"18Sep2008"
"FW08SD058",40.68,"Poor","NPL","SD",-521462.340296896,2294906.88863084,-102.48142252,43.4872999778,2008,"31Jul2008"
"FW08SD060",25.43,"Poor","NPL","SD",-541676.701353928,2477374.25978793,-102.896121679,45.1077747551,2009,"26Aug2009"
"FW08SD061",53.28,"Fair","NPL","SD",-305530.1080843,2331093.4235795,-99.8194874647,43.9160119587,2008,"17Sep2008"
"FW08SD065",32.43,"Poor","NPL","SD",-226820.369959539,2233878.70675549,-98.8003980314,43.0701326349,2009,"02Sep2009"
"FW08SD070",83.12,"Good","NPL","SD",-462671.533910312,2250775.90119254,-101.719605723,43.1266456317,2009,"16Jul2009"
"FW08SD071",35.92,"Poor","NPL","SD",-433020.625409129,2520997.74255314,-101.548717562,45.5632275464,2008,"25Sep2008"
"FW08SD072",26.15,"Poor","NPL","SD",-543206.235195809,2570369.96627637,-103.002608313,45.9413283107,2009,"04Aug2009"
"FW08SD075",23.93,"Poor","NPL","SD",-347441.089840337,2380747.57900951,-100.371266704,44.3447831688,2009,"25Jun2009"
"FW08SD078",57.93,"Good","NPL","SD",-622595.92008807,2276241.43928907,-103.714570379,43.2529781174,2009,"12Aug2009"
"FW08SD084",41.2,"Poor","NPL","SD",-531747.726850521,2341187.08595677,-102.649033645,43.8947160703,2009,"20Aug2009"
"FW08SD085",57.68,"Good","TPL","SD",-38810.5838634991,2323878.54278555,-96.4849748341,43.9054925363,2009,"21Jul2009"
"FW08SD089",40.47,"Poor","NPL","SD",-544599.498994899,2329854.71559903,-102.799070887,43.7852357472,2009,"10Jun2009"
"FW08SD091",50.73,"Fair","NPL","SD",-493770.530821736,2550620.71932544,-102.35032823,45.7951522368,2009,"04Aug2009"
"FW08SD092",23.83,"Poor","NPL","SD",-576497.691283456,2569339.79631383,-103.429044382,45.9093276521,2009,"05Aug2009"
"FW08SD094",81.37,"Good","NPL","SD",-577912.521239754,2295450.75206743,-103.181031719,43.4558386694,2009,"14Aug2009"
"FW08SD095",40.77,"Poor","NPL","SD",-457213.994726352,2349865.41190003,-101.726019979,44.0158490733,2009,"30Jul2009"
"FW08SD097",22.07,"Poor","TPL","SD",-78857.5893524538,2340923.46045912,-96.9875864419,44.0555471905,2009,"23Jun2009"
"FW08SD098",35.78,"Poor","NPL","SD",-637437.62478719,2291005.30492272,-103.912833263,43.3738427684,2009,"19Aug2009"
"FW08SD100",24.42,"Poor","WMT","SD",-619867.757083888,2364471.28897457,-103.770104737,44.043015433,2009,"11Jun2009"
"FW08SD105",23.55,"Poor","NPL","SD",-569883.873071215,2397607.06777736,-103.177334965,44.3745871384,2009,"11Sep2009"
"FW08SD165",48.7,"Fair","NPL","SD",-281722.650908344,2303733.92682563,-99.5095239849,43.6791745625,2009,"04Sep2009"
"FW08TN002",47.92,"Good","SAP","TN",1041359.65201618,1545234.50345979,-84.2558524309,36.3756298567,2008,"09Sep2008"
"FW08TN003",14.68,"Poor","SAP","TN",1082134.65233479,1569258.00165789,-83.766274285,36.5425890715,2009,"07Jul2009"
"FW08TN004",10.1,"Poor","SAP","TN",1201661.74474645,1576109.6452075,-82.4214157939,36.4587252837,2008,"11Sep2008"
"FW08TN005",57.92,"Good","SAP","TN",739674.361498654,1506958.49068651,-87.6749115172,36.3196715468,2008,"02Oct2008"
"FW08TN006",41.75,"Fair","SAP","TN",1241424.74605204,1589243.09443874,-81.9567296331,36.5233274451,2008,"12Sep2008"
"FW08TN007",59.32,"Good","SAP","TN",1053017.05488349,1436257.24865838,-84.276558685,35.3969637753,2008,"14Sep2008"
"FW08TN009",25.4,"Poor","CPL","TN",614468.734871064,1482048.41393224,-89.0989677362,36.1874320594,2009,"14Jul2009"
"FW08TN010",11.87,"Poor","SAP","TN",928222.449669036,1557961.02813097,-85.5050406732,36.6063734509,2008,"23Sep2008"
"FW08TN011",11.87,"Poor","SAP","TN",1109747.13927538,1506093.34230481,-83.5506594668,35.951449473,2008,"04Sep2008"
"FW08TN012",8.37,"Poor","SAP","TN",959710.289465548,1392215.21261794,-85.3609046952,35.1040098975,2009,"09Jul2009"
"FW08TN013",38.25,"Fair","SAP","TN",782796.010917073,1438065.78638454,-87.2633329477,35.6724140168,2008,"29Sep2008"
"FW08TN014",23.45,"Poor","SAP","TN",994361.925723155,1460918.28994037,-84.891543194,35.6784726906,2008,"13Sep2008"
"FW08TN015",43.67,"Fair","SAP","TN",1139831.94390008,1529733.3536494,-83.181622588,36.1250757507,2008,"07Sep2008"
"FW08TN016",24.6,"Poor","CPL","TN",638179.874594417,1374132.4865823,-88.9237252582,35.2105587324,2009,"20Jul2009"
"FW08TN017",37.67,"Poor","CPL","TN",565899.384518555,1485244.37327042,-89.6403505509,36.2461292622,2008,"29Sep2008"
"FW08TN018",0.92,"Poor","SAP","TN",829745.061109562,1501851.90536289,-86.6729338,36.1996932927,2008,"28Sep2008"
"FW08TN019",6.88,"Poor","SAP","TN",1117397.3074957,1493284.95160316,-83.4846389933,35.8290992448,2008,"05Sep2008"
"FW08TN024",46.25,"Good","SAP","TN",816186.082221954,1373362.53738475,-86.9613607579,35.0689841133,2008,"27Sep2008"
"FW08TN025",50.17,"Good","SAP","TN",728779.529682031,1459013.7906292,-87.843126789,35.9015954715,2008,"01Oct2008"
"FW08TN027",48.02,"Good","SAP","TN",1088005.13560168,1503343.54676599,-83.795804971,35.9522135533,2008,"03Sep2008"
"FW08TN028",42.8,"Fair","CPL","TN",661413.606436119,1408402.91347868,-88.6377322112,35.5001167802,2009,"12Jul2009"
"FW08TN029",50.88,"Good","SAP","TN",760878.880488686,1446085.59194301,-87.4986406485,35.761481867,2008,"30Sep2008"
"FW08TN030",11.38,"Poor","SAP","TN",811881.425805563,1426936.61050878,-86.9524304818,35.5491608477,2008,"25Sep2008"
"FW08TN031",45.12,"Good","SAP","TN",1156863.29650708,1543095.55776404,-82.9719885566,36.2226675679,2008,"06Sep2008"
"FW08TN032",33.68,"Poor","CPL","TN",627564.605396649,1389111.14960337,-89.0288435594,35.3510357339,2009,"19Jul2009"
"FW08TN033",44.67,"Fair","CPL","TN",589349.700981118,1479969.66152392,-89.3817693449,36.1848578359,2009,"15Jul2009"
"FW08TN035",46.87,"Good","SAP","TN",1095817.00026932,1565525.33909069,-83.6187940505,36.4937731341,2008,"10Sep2008"
"FW08TN037",60.9,"Good","CPL","TN",562721.022354781,1356912.80330805,-89.7703676939,35.1042226084,2009,"21Sep2009"
"FW08TN039",4.97,"Poor","SAP","TN",1045062.23418259,1475514.83893185,-84.3107412615,35.7537237284,2009,"08Jul2009"
"FW08TN040",34.93,"Fair","SAP","TN",870472.826910022,1387174.5664601,-86.3486871656,35.1441934463,2009,"11Jul2009"
"FW08TN044",27.62,"Poor","CPL","TN",613069.733644132,1362251.36694134,-89.2105806755,35.1210235652,2009,"20Sep2009"
"FW08TN049",31.35,"Poor","CPL","TN",563643.921146888,1465657.01682965,-89.6802395841,36.0729666581,2008,"01Oct2008"
"FW08TN051",35.27,"Fair","SAP","TN",1059278.20350198,1550605.33559119,-84.0482998258,36.4033142845,2009,"24Sep2009"
"FW08TN068",43.32,"Fair","CPL","TN",640105.357636642,1510636.78864433,-88.7878041433,36.4249876394,2009,"28Sep2009"
"FW08TN081",57.93,"Good","CPL","TN",582176.816664225,1511812.12940601,-89.4374083545,36.4728993229,2008,"15Jul2008"
"FW08TN085",16.67,"Poor","CPL","TN",534635.393280513,1368059.6742771,-90.0727787823,35.2196727413,2008,"09Sep2008"
"FW08TN097",21.97,"Poor","CPL","TN",543542.803150928,1419832.87349759,-89.9377252862,35.6762751923,2008,"11Sep2008"
"FW08TN177",45.7,"Fair","CPL","TN",558386.537169071,1432860.02664165,-89.7631153717,35.7838142194,2008,"28Sep2008"
"FW08TN261",28.8,"Poor","CPL","TN",535797.528374918,1360040.42642823,-90.0654728978,35.1475037879,2008,"08Sep2008"
"FW08TN285",28.75,"Poor","CPL","TN",521223.389390996,1345031.51702636,-90.2365647321,35.0216350516,2008,"07Sep2008"
"FW08TX001",39.72,"Poor","CPL","TX",76264.0904075118,845817.760384915,-95.2020967613,30.6854532541,2008,"25Aug2008"
"FW08TX002",27.68,"Fair","SPL","TX",-85355.1709630167,1106552.88647482,-96.9194024951,33.0255009377,2008,"02Sep2008"
"FW08TX003",65.37,"Good","SPL","TX",-278071.587688851,805491.180530033,-98.8956005256,30.2871875639,2008,"02Jul2008"
"FW08TX004",46.47,"Good","SPL","TX",-184660.346253999,1024949.58493796,-97.9706169261,32.2804362882,2008,"09Jul2008"
"FW08TX005",38.23,"Poor","CPL","TX",-154291.913473925,589673.301449876,-97.5698797003,28.3660162161,2008,"28Aug2008"
"FW08TX006",16.8,"Poor","CPL","TX",132937.635181448,987929.659069185,-94.587121386,31.9565571328,2009,"12Jul2009"
"FW08TX009",36.12,"Poor","CPL","TX",157811.392711447,758282.750310224,-94.364801338,29.8877974945,2009,"14Jul2009"
"FW08TX010",47.02,"Good","SPL","TX",-198041.658174167,837887.74134707,-98.0698992738,30.5975646986,2008,"06Jul2008"
"FW08TX011",8.75,"Poor","CPL","TX",142105.597332879,1112071.16124916,-94.4684375713,33.0683828102,2008,"30Jun2008"
"FW08TX012",14.98,"Poor","SPL","TX",-476702.075862734,1426057.24718088,-101.322332023,35.7675097955,2009,"24Jun2009"
"FW08TX013",27.12,"Poor","CPL","TX",16105.1045175525,875967.093467082,-95.830937469,30.959410655,2008,"26Aug2008"
"FW08TX014",67.87,"Good","SPL","TX",-201047.937461218,948439.824400984,-98.1271693017,31.5906526404,2008,"28Aug2008"
"FW08TX015",67.25,"Good","SPL","TX",-319145.314325284,1121212.1636169,-99.4419941383,33.1087525284,2009,"08Jul2009"
"FW08TX017",49.72,"Good","SPL","TX",-133980.174363442,941717.689393476,-97.4166363541,31.5415141488,2008,"05Jul2008"
"FW08TX019",52.12,"Fair","CPL","TX",163280.353744872,839484.869458563,-94.2930339986,30.6181511182,2008,"24Aug2008"
"FW08TX022",20.58,"Poor","CPL","TX",-181386.656719671,334390.606326373,-97.7964060571,26.0450175556,2009,"19Aug2009"
"FW08TX023",52.53,"Fair","XER","TX",-553641.641151782,760726.888893867,-101.731819109,29.7715127339,2009,"01Oct2009"
"FW08TX025",29.43,"Poor","CPL","TX",49036.4242253929,759571.089586646,-95.4917812272,29.910465698,2008,"21Aug2008"
"FW08TX028",40.2,"Good","SPL","TX",-116285.069907556,1110272.4634391,-97.2530584234,33.0556581771,2008,"30Jul2008"
"FW08TX030",33.28,"Poor","CPL","TX",-145724.848404424,312256.134351346,-97.4399603168,25.848932975,2009,"20Aug2009"
"FW08TX031",35.65,"Good","SPL","TX",-154574.896652074,867736.165380232,-97.6210127829,30.8736561609,2008,"08Jul2008"
"FW08TX032",34.63,"Fair","SPL","TX",-119014.158362615,1188791.35119153,-97.2939827092,33.7584105683,2008,"03Sep2008"
"FW08TX033",2.85,"Poor","SPL","TX",-430979.11011267,1446589.49570754,-100.824387828,35.9724079949,2009,"25Jun2009"
"FW08TX035",28.88,"Fair","SPL","TX",-134725.671489434,676920.616133024,-97.3837531532,29.1572091291,2008,"14Aug2008"
"FW08TX037",22.33,"Poor","CPL","TX",95903.2486059302,834254.834306594,-94.9979138737,30.579729765,2009,"27May2009"
"FW08TX038",41.12,"Good","SPL","TX",-256619.794851052,357004.097170974,-98.5471929463,26.2351988619,2009,"18Aug2009"
"FW08TX042",31.42,"Fair","SPL","TX",-202427.137240567,583527.343150047,-98.0581538526,28.3021055871,2008,"13Oct2008"
"FW08TX043",73.68,"Good","SPL","TX",-238450.614550953,688067.165516505,-98.4516845157,29.2389273732,2008,"12Aug2008"
"FW08TX046",10.35,"Poor","XER","TX",-732858.495168199,996211.220342707,-103.779289127,31.770344781,2009,"17Sep2009"
"FW08TX047",18.62,"Poor","SPL","TX",-55593.1656324601,940127.884027939,-96.5877451623,31.5346594475,2008,"27Aug2008"
"FW08TX050",54.4,"Good","SPL","TX",-453629.068016913,664141.853074466,-100.649365809,28.9504206203,2009,"23Jul2009"
"FW08TX052",25,"Fair","SPL","TX",-421068.622711575,1288165.69112111,-100.627349567,34.5629496233,2009,"09Jul2009"
"FW08TX053",65.15,"Good","CPL","TX",53331.4038489474,984646.916042415,-95.433359846,31.9345342314,2008,"22Jul2008"
"FW08TX055",27.47,"Fair","SPL","TX",-390410.277642865,973828.840291491,-100.140481419,31.7624754881,2008,"09Sep2008"
"FW08TX057",45.83,"Fair","CPL","TX",231438.201947097,870266.484710829,-93.572543426,30.8816851693,2008,"23Jul2008"
"FW08TX058",27.7,"Fair","SPL","TX",-373350.270260464,635678.467427086,-99.8158414475,28.7257706093,2009,"22Jul2009"
"FW08TX059",46.23,"Good","SPL","TX",-103243.057341892,942302.995420701,-97.0917420799,31.550414991,2009,"12May2009"
"FW08TX061",38.18,"Poor","CPL","TX",179573.932356893,1137972.88734038,-94.0590169405,33.2942396897,2009,"27Aug2009"
"FW08TX062",33.28,"Poor","XER","TX",-917156.745576045,940614.027356921,-105.663617469,31.1211642149,2009,"02Sep2009"
"FW08TX063",45.05,"Fair","CPL","TX",-13247.7557208666,821696.156674862,-96.1382389852,30.4711535785,2009,"02Jun2009"
"FW08TX064",41,"Good","SPL","TX",-325891.901030903,1100920.89887673,-99.5066194771,32.9248510792,2009,"15Oct2009"
"FW08TX065",5.65,"Poor","SPL","TX",-540010.660263221,1394354.79980706,-102.005053181,35.4511393189,2009,"23Jun2009"
"FW08TX066",47.73,"Good","SPL","TX",-387431.346081949,715846.030039505,-99.9940081302,29.4439072618,2009,"06Aug2009"
"FW08TX067",31.38,"Fair","SPL","TX",-315553.316885675,900640.335521695,-99.3202098128,31.1318173949,2009,"13Aug2009"
"FW08TX068",10.17,"Poor","SPL","TX",-503708.40161896,1033890.15324014,-101.3757954,32.2499762217,2009,"16Sep2009"
"FW08TX088",28.77,"Fair","SPL","TX",-240415.303911607,829514.995276388,-98.510282692,30.5130384601,2008,"30Aug2008"
"FW08TX104",58.98,"Good","SPL","TX",-184277.164916511,843926.012856545,-97.927355686,30.6544965115,2009,"19Jul2009"
"FW08TX118",24.52,"Poor","CPL","TX",-28053.5776199732,645113.2865755,-96.2871675748,28.8783963497,2009,"15Jul2009"
"FW08TX119",19.22,"Poor","SPL","TX",-371390.975550661,994069.000431757,-99.9479225664,31.9512809895,2009,"22Jul2009"
"FW08TX124",34.2,"Fair","SPL","TX",-51638.2364443346,1078811.66880089,-96.5544883247,32.77924102,2009,"11Jul2009"
"FW08TX156",38.62,"Good","SPL","TX",-108555.360930976,1157886.961636,-97.1761233363,33.4829830451,2009,"25Jul2009"
"FW08TX165",8.52,"Poor","CPL","TX",83994.7273050262,938281.768739607,-95.112183117,31.5160956345,2009,"15Aug2009"
"FW08TX172",11.33,"Poor","SPL","TX",-126378.761901995,1048037.48182811,-97.3522692759,32.496623905,2009,"18Aug2009"
"FW08UT003",37.15,"Poor","XER","UT",-1514956.4263169,1751758.2899042,-113.409068626,37.55193806,2008,"09Jul2008"
"FW08UT004",60.67,"Good","XER","UT",-1502152.88928818,2010801.46471464,-113.81705718,39.844680278,2009,"01Jul2009"
"FW08UT005",56.17,"Fair","XER","UT",-1309299.66135649,1787878.75925312,-111.154111772,38.1823718065,2008,"09Sep2008"
"FW08UT007",5.57,"Poor","WMT","UT",-1394702.3947381,1819234.13669718,-112.185426968,38.3332583735,2008,"24Sep2008"
"FW08UT008",66.38,"Good","WMT","UT",-1200685.56936568,2078514.84958154,-110.423116,40.8949358499,2008,"03Sep2008"
"FW08UT009",40,"Poor","XER","UT",-1546278.94390672,1731016.70463139,-113.716867173,37.318648621,2008,"10Jul2008"
"FW08UT010",65.57,"Good","XER","UT",-1279005.3672172,1916886.75876022,-111.043714033,39.361637497,2008,"17Sep2008"
"FW08UT011",59.92,"Good","XER","UT",-1452720.6411759,2224050.29726991,-113.710160626,41.7978289348,2008,"15Jul2008"
"FW08UT012",12.43,"Poor","WMT","UT",-1391446.07209736,1775511.95277082,-112.06341141,37.9536831434,2008,"05Aug2008"
"FW08UT013",45.77,"Fair","WMT","UT",-1267304.89257489,2062594.97875161,-111.179864893,40.6622297948,2008,"13Aug2008"
"FW08UT014",70.12,"Good","XER","UT",-1157267.14097774,1656378.88862679,-109.208693513,37.223717687,2009,"10Aug2009"
"FW08UT015",35.77,"Poor","XER","UT",-1274832.39383723,1890321.02656985,-110.946701415,39.1334010976,2009,"20May2009"
"FW08UT016",17.1,"Poor","XER","UT",-1247602.39491161,2164923.31072717,-111.141482743,41.5925476181,2009,"23Jul2009"
"FW08UT020",11.85,"Poor","WMT","UT",-1283899.78221141,2101682.02089284,-111.450647503,40.9829547365,2009,"07Oct2009"
"FW08UT021",7.7,"Poor","WMT","UT",-1398444.27872699,1752759.24306439,-112.098593903,37.743062362,2008,"07Aug2008"
"FW08UT022",59.95,"Good","XER","UT",-1119204.89249167,1862240.32858399,-109.10163506,39.0897462158,2008,"20Aug2008"
"FW08UT023",39.57,"Poor","XER","UT",-1186419.78325389,1788369.77320328,-109.753464447,38.3528030825,2009,"14May2009"
"FW08UT026",58.57,"Good","XER","UT",-1226075.50377515,1902368.61563613,-110.405173816,39.3065304993,2008,"15Sep2008"
"FW08UT027",36.12,"Poor","XER","UT",-1323902.28321384,1731770.36971117,-111.217152755,37.6674127949,2009,"23Jun2009"
